255 255
###############################################################################################################################################################################################################################################################
#       #              #                                                                                                                                                                                                                                      #
#       # ############ #                                                                                                                                                                                                                                      #
#       # abababababa# #                                                                                                                                                                                                                                      #
#       ############## #                                                                                                                                                                                                                                      #
#                      #                                                                                                                                                                                                                                      #
#      #################                                                                                                                                                                                                                                      #
#  babbbbbbbbb     #                                                                                                                                                                                                                                          #
#  baaaaaaaaab      ###                                                                                                                                                                                                                                       #
#  babbbbbbbab        ##                                                                                                                                                                                                                                      #
#  babaaaaabab          ###                                                                                                                                                                                                                                   #
#  bababbbabab                                                                                                                                                                                                                                                #
#  bababaaabab           ##                                                                                                                                                                                                                                   #
#  bababbbbbab          ##                                                                                                                                                                                                                                    #
#  babaaaaaaabb        ##                                                                                                                                                                                                                                     #
#  babbbbbbbbbb       ##                                                                                                                                                                                                                                      #
#  baaaaaaaaaaa       #                                                                                                                                                                                                                                       #
#  bbbbbbbbbbb#       #                                            aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa                          #
#######################                                            aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa                          #
#                                                                  aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa                          #
#                                                                  aaa #   #  #####  #     #      ###   #  ##### #   #  #####   ####    #####   ####     ###   #   #  ####     #####  #####   ####  #####    #   #    #    ####  aaa                          #
#                                                                  aaa #   #  #      #     #     #   #  #    #   #   #    #    #          #    #        #   #  #   #  #   #      #    #      #        #      ## ##   # #   #   # aaa                          #
#                                                                  aaa #####  ####   #     #     #   #  #    #   #####    #     ###       #     ###     #   #  #   #  ####       #    ####    ###     #      # # #  #####  ####  aaa                          #
#                                                                  aaa #   #  #      #     #     #   #       #   #   #    #        #      #        #    #   #  #   #  #  #       #    #          #    #      #   #  #   #  #     aaa                          #
#                                                                  aaa #   #  #####  ##### #####  ###   #    #   #   #  #####  ####     #####  ####      ###    ###   #   #      #    #####  ####     #      #   #  #   #  #     aaa                          #
#                                                                  aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa                          #
